# name fluence width dm_obs dm_exc_ne2001 dm_exc_ymw16
FRB20220321E 3.409974 2.949122 714.865907 664.661217 667.513107
FRB20220321D 8.488910 4.915199 228.803389 188.162472 199.945624
FRB20220321B 8.942054 25.559060 481.323340 459.106115 458.715582
FRB20220321A 12.764100 1.966080 722.157770 661.440782 673.285181
FRB20220322B 1.066688 3.932159 334.647531 83.547214 90.959940
FRB20220322A 1.436728 2.949120 1276.269427 1176.606708 1168.014936
FRB20220323B 11.702692 3.932159 1071.004860 780.731308 871.182629
FRB20220323A 3.408697 3.932159 1436.575489 1359.840711 1348.608937
FRB20220324C 1.765744 1.966080 336.781236 279.149410 280.305780
FRB20220324B 2.220221 1.966080 689.486201 655.665329 667.972868
FRB20220324A 2.057226 1.966082 385.749082 340.372073 349.161783
FRB20220325D 3.600741 25.559036 557.848947 507.248998 511.779535
FRB20220325C 2.165012 1.966080 518.259123 459.359868 460.005119
FRB20220325B 4.182378 2.949120 512.133043 473.434418 480.997417
FRB20220326A 2.196347 6.881279 1510.219533 1462.061145 1467.159388
FRB20220328C 1.353359 2.949120 299.929269 242.091004 243.762396
FRB20220328B 4.243236 5.898239 1442.298787 1404.064788 1412.067555
FRB20220329C 2.023105 2.949120 819.898773 794.576087 799.659424
FRB20220329A 3.734930 1.966080 648.128923 576.621440 584.981035
FRB20220330C 2.522850 3.932160 1097.608767 1061.790546 1073.058772
FRB20220330B 3.050064 2.949120 588.859060 535.181934 545.009742
FRB20220330A 8.150984 3.932160 664.878528 439.219841 335.823247
FRB20220331B 3.002008 5.898240 1270.360260 1141.248319 1088.802538
FRB20220331A 1.618912 2.949120 221.044732 164.952395 167.462766
FRB20220401A 5.665280 1.966080 742.797258 370.832135 446.454847
FRB20220405C 0.117961 1.966080 298.926927 262.708693 271.794088
FRB20220405B 3.552089 26.542080 953.402145 906.233918 914.488959
FRB20220405A 1.412175 1.966080 462.356486 374.077139 353.512217
FRB20220407B 0.136117 6.881280 416.881562 380.906929 389.465567
FRB20220407A 11.334800 4.915200 839.665095 799.751053 804.580997
FRB20220408C 2.258345 1.966080 204.737992 155.629912 160.969091
FRB20220408B 2.285343 6.881280 452.924278 410.282463 418.064380
FRB20220409B 14.718304 21.626881 654.357280 622.474327 630.285249
FRB20220409A 1.710119 1.966080 1324.882769 1267.396710 1271.544658
FRB20220410A 10.557115 1.966080 397.119465 166.588116 234.227935
FRB20220411B 3.025254 17.694721 1152.521686 1105.911232 1115.035723
FRB20220411A 5.195808 14.745599 507.382368 351.131570 258.984143
FRB20220412B 1.211300 1.966080 707.939311 656.431583 660.794855
FRB20220413C 4.163669 32.440319 889.671358 838.867147 843.728971
FRB20220413B 14.656301 1.966080 115.714106 73.125697 79.243661
FRB20220413A 9.516454 9.830400 513.140043 323.863619 381.306390
FRB20220414C 1.552565 1.966080 288.237971 247.225368 253.565211
FRB20220415D 0.571754 1.966080 453.699144 396.988220 394.053201
FRB20220415C 2.808373 12.779520 1359.039788 1335.172222 1336.221970
FRB20220415B 2.144273 1.966080 400.948954 305.387542 285.126547
FRB20220415A 6.027223 1.966080 256.352260 205.845407 214.062956
FRB20220416A 8.573818 1.966080 797.882787 490.688678 471.945493
FRB20220417A 3.428226 3.932159 302.249082 256.010720 262.717500
FRB20220419A 2.194206 23.592956 390.993388 344.120253 351.985478
FRB20220420E 5.622304 13.762560 407.478576 376.542738 394.293926
FRB20220420E 5.622304 13.762560 407.478576 376.542738 394.293926
FRB20220420D 4.044095 7.864320 502.086536 471.339516 480.791137
FRB20220420C 2.069459 5.898240 749.728411 729.727283 730.206602
FRB20220420B 5.824341 9.830400 673.672186 597.504327 608.294511
FRB20220421E 1.837127 1.966080 580.686263 521.928235 523.181303
FRB20220421D 4.116914 6.881280 248.042369 225.035352 227.475747
FRB20220421C 1.913440 1.966080 616.900399 570.342022 575.856508
FRB20220421A 5.980803 1.966080 268.080316 125.487701 51.056857
FRB20220423C 4.242356 1.966080 1266.327889 1143.816502 1104.470306
FRB20220423A 3.633081 9.830400 692.871766 660.242273 667.960907
FRB20220424D 6.156921 13.762560 3200.123916 3167.012398 3175.382415
FRB20220424C 5.915957 1.966080 891.864422 850.131593 857.489401
FRB20220424C 5.915957 1.966080 891.864422 850.131593 857.489401
FRB20220424B 0.932823 1.966080 314.576133 221.430157 231.789049
FRB20220424A 2.627676 20.643840 1372.955533 1311.039447 1311.827935
FRB20220425A 1.812161 3.932160 604.787621 562.022733 570.570262
FRB20220426D 1.252156 1.966080 188.043029 168.049587 168.261284
FRB20220426C 1.238038 11.796481 903.491573 870.670191 878.310421
FRB20220426B 1.884577 5.898240 174.541882 117.458366 125.998788
FRB20220426A 8.373951 1.966080 907.066506 817.859045 811.288920
FRB20220426A 8.373951 1.966080 907.066506 817.859045 811.288920
FRB20220430B 1.072602 1.966080 385.060729 362.759022 373.083591
FRB20220501B 16.915664 3.932160 1141.728234 1066.857024 1060.046939
FRB20220501A 1.725796 1.966080 315.058144 275.950555 283.081997
FRB20220502C 1.770569 1.966080 305.595208 253.756494 258.111646
FRB20220502B 6.294904 1.966080 623.628756 592.246291 601.987945
FRB20220502A 1.108343 1.966080 656.437222 620.353074 625.271321
FRB20220503E 2.504938 23.592962 1934.835863 1912.090324 1914.696002
FRB20220503D 1.043803 7.864321 1498.520666 1466.030370 1473.194605
FRB20220503C 2.310875 1.966080 461.541704 337.493051 357.843473
FRB20220503B 4.316052 1.966080 348.389532 283.383322 292.395819
FRB20220503A 0.795043 1.966080 698.649564 526.751675 466.692048
FRB20220505C 0.764421 1.966080 689.316557 649.375455 659.932044
FRB20220505B 3.867979 10.813441 1278.329052 1194.072671 1210.826452
FRB20220506C 4.438377 1.966080 565.020129 530.885642 541.138468
FRB20220506B 4.250248 13.762561 1077.763800 1055.515064 1065.801179
FRB20220506A 11.801696 15.728641 397.082169 311.895041 297.967645
FRB20220508A 13.065006 42.270720 1686.648416 1452.823865 1287.521635
FRB20220509F 6.841596 1.966080 310.384850 205.422440 171.041024
FRB20220509F 6.841596 1.966080 310.384850 205.422440 171.041024
FRB20220509E 0.918788 1.966080 563.087609 523.890311 536.282442
FRB20220509D 1.890915 1.966080 788.591950 750.598007 760.423995
FRB20220509B 5.758269 10.813440 866.338271 723.448153 739.613300
FRB20220509A 10.892402 2.949120 1242.144990 1117.782532 1105.876026
FRB20220510A 1.447230 1.966080 935.079866 896.725588 903.553740
FRB20220511B 2.880741 3.932160 843.948376 780.152753 790.782003
FRB20220511A 12.243789 10.813440 209.617391 85.951494 70.574537
FRB20220513A 0.682487 3.932160 1087.473586 1063.112183 1064.417344
FRB20220514B 6.121492 1.966080 799.887941 748.638868 753.651248
FRB20220514A 4.837277 4.915200 1514.882538 1448.056585 1442.177596
FRB20220516A 1.714558 1.966080 726.029554 640.522502 621.937971
FRB20220517B 7.602432 13.762560 501.238932 463.690346 472.399552
FRB20220517C 6.105839 3.932160 1333.917118 1266.790590 1281.424883
FRB20220517E 3.139171 2.949120 417.470749 377.501554 386.431707
FRB20220518C 2.563869 4.915200 1120.818462 1076.028595 1085.273099
FRB20220518D 2.956661 3.932160 1188.157192 1127.226734 1130.802689
FRB20220518E 3.993556 2.949120 377.025501 291.932943 281.422820
FRB20220520A 7.282799 4.915200 491.557154 426.659139 423.696412
FRB20220521A 3.090193 1.966080 222.856081 189.718793 199.658476
FRB20220521B 16.653567 23.592960 1297.798731 1256.855626 1263.409109
FRB20220526A 9.042757 16.711680 1201.748120 1150.046390 1149.651185
FRB20220527A 3.458310 6.881280 1215.395076 1183.564326 1197.789965
FRB20220527B 1.101356 2.949120 390.885479 356.857973 365.073909
FRB20220527C 4.890366 2.949120 713.655355 561.062962 476.262238
FRB20220527D 2.501874 0.983040 908.025642 790.658431 771.452716
FRB20220528A 0.788266 1.966080 802.404071 771.581894 789.016750
FRB20220528B 2.735202 1.966080 518.073523 495.290401 495.168620
FRB20220528D 2.600205 1.966080 319.631353 148.988870 111.630465
FRB20220529C 2.299927 1.966080 392.411033 247.300111 284.829188
FRB20220530A 2.568528 6.881280 379.514983 359.006717 367.690388
FRB20220601A 1.800278 1.966080 721.732157 665.654271 676.398740
FRB20220602A 28.368771 2.949120 666.400047 622.349613 631.617364
FRB20220602B 3.820566 1.966080 335.800297 302.000663 312.676303
FRB20220602C 40.662220 5.898240 637.127994 590.554577 596.081641
FRB20220607A 2.080324 1.966080 692.917957 638.994432 645.339341
FRB20220607B 10.890434 23.592960 354.250164 191.124645 143.522287
FRB20220607C 4.823333 10.813440 702.572008 647.322847 649.828798
FRB20220608B 3.047685 23.592960 521.606076 473.382004 481.198388
FRB20220609A 0.581674 2.949120 1107.266277 1074.484331 1082.055121
FRB20220611A 3.121203 3.932160 1243.137431 1159.590424 1145.889765
FRB20220612A 4.048313 3.932160 557.033928 504.817336 512.356654
FRB20220612A 4.048313 3.932160 557.033928 504.817336 512.356654
FRB20220612B 3.617426 7.864320 602.680606 489.898238 475.365881
FRB20220612C 10.917428 11.796480 376.814212 257.558245 210.755567
FRB20220614A 2.373182 3.932160 273.825780 237.813962 250.578665
FRB20220614A 2.373182 3.932160 273.825780 237.813962 250.578665
FRB20220614A 2.373182 3.932160 273.825780 237.813962 250.578665
FRB20220614B 4.038538 1.966080 548.000145 517.528122 525.638473
FRB20220615D 1.462833 1.966080 471.379394 374.981507 346.995397
FRB20220615E 2.521301 1.966080 381.507507 310.338877 302.198426
FRB20220615F 7.863741 8.847360 2837.082626 2784.690455 2788.685914
FRB20220618A 62.913946 6.881280 394.451279 355.067621 362.779498
FRB20220619C 2.192773 1.966080 598.569847 507.023292 499.101650
FRB20220621A 8.663316 10.813440 642.780332 524.794734 547.741113
FRB20220621B 1.305968 1.966080 430.983939 347.352301 329.489751
FRB20220621C 99.965798 12.779521 569.661723 436.450767 419.256682
FRB20220621D 8.525228 28.508162 701.004840 645.806268 648.339564
FRB20220621D 8.525228 28.508162 701.004840 645.806268 648.339564
FRB20220622A 2.608300 1.966080 1094.475364 883.444312 849.589617
FRB20220622B 12.674967 1.966080 1613.109469 1504.616524 1472.414598
FRB20220623D 6.903374 22.609919 842.563188 799.332350 805.275773
FRB20220623B 3.245741 16.711679 1328.039629 1285.785944 1293.840952
FRB20220623C 3.016401 2.949120 1047.618310 871.597660 781.213001
FRB20220624A 2.207999 4.915200 1537.499192 1498.579872 1507.616868
FRB20220625B 7.556373 24.575999 708.979156 667.759458 674.298668
FRB20220626A 13.256170 20.643842 851.390994 463.799628 611.049555
FRB20220626A 13.256170 20.643842 851.390994 463.799628 611.049555
FRB20220627D 1.648808 2.949120 381.803675 348.204264 357.476591
FRB20220627D 1.648808 2.949120 381.803675 348.204264 357.476591
FRB20220627E 3.132426 1.966080 436.670375 412.654743 416.598289
FRB20220627F 5.311646 1.966080 660.242830 594.523118 602.173426
FRB20220627H 8.726568 1.966080 538.316736 501.090598 510.039117
FRB20220627J 2.528521 6.881279 826.168776 722.666932 690.918416
FRB20220628A 1.526338 1.966080 535.594474 489.436931 497.371902
FRB20220628B 1.533930 1.966080 401.122662 316.153272 315.894985
FRB20220629A 0.946918 1.966080 571.561576 511.924533 513.143137
FRB20220630A 4.294286 5.898240 553.097837 516.406524 524.490372
FRB20220703A 12.532580 24.576002 514.988293 487.490413 502.745673
FRB20220703B 1.356000 1.966080 189.013019 154.580227 163.989156
FRB20220703C 1.248938 1.966080 320.869292 279.684790 287.464470
FRB20220703D 3.936656 3.932160 535.942659 458.741155 445.896774
FRB20220704A 3.898802 3.932160 456.705833 431.346100 432.216344
FRB20220704B 2.661942 1.966080 265.799564 208.802755 213.924138
FRB20220706C 2.809076 4.915200 501.683230 409.725895 420.116808
FRB20220706D 1.674127 1.966080 2003.205378 1964.816375 1977.838982
FRB20220707B 1.835636 1.966080 718.391408 585.701524 521.473197
FRB20220707C 1.330145 1.966080 393.610398 332.307968 329.420377
FRB20220707D 14.630862 11.796480 551.787361 514.089491 523.783173
FRB20220708B 2.776108 1.966080 599.919611 486.494149 442.178793
FRB20220709A 4.355710 1.966080 282.378339 116.081258 35.745335
FRB20220710A 3.917748 1.966080 256.203452 214.565248 215.143432
FRB20220710B 3.271711 1.966080 190.646301 141.897602 135.333859
FRB20220711A 0.760169 3.932160 388.602755 338.779006 343.833626
FRB20220712A 0.957402 1.966080 620.280952 508.894050 467.152237
FRB20220712B 0.877968 1.966080 550.268411 468.937538 453.646207
FRB20220714A 2.788645 1.966080 934.338365 801.278938 816.624344
FRB20220714B 1.189746 6.881280 563.702327 476.129882 477.877942
FRB20220714D 3.064439 0.983040 204.647200 101.220094 68.819075
FRB20220715A 0.129115 21.626879 380.341702 324.160908 326.375029
FRB20220715B 4.654774 0.983040 279.576754 159.244334 143.447994
FRB20220715C 3.683691 1.966080 1225.464358 1127.116497 1098.678366
FRB20220716B 2.315586 1.966080 429.094141 260.534937 195.628861
FRB20220716C 1.011441 1.966080 606.687492 511.722471 530.863948
FRB20220716D 2.198507 1.966080 305.590765 249.128189 257.277775
FRB20220716E 3.992030 1.966080 440.178050 221.733377 178.032323
FRB20220717B 7.306674 21.626882 617.701686 578.432574 586.090055
FRB20220717C 1.481121 0.983040 330.279207 310.195017 310.564925
FRB20220717F 4.325701 8.847359 602.594720 580.403089 581.809603
FRB20220717D 23.730594 1.966080 267.540897 187.538566 173.007495
FRB20220717E 5.416741 4.915200 346.167327 285.269204 284.844314
FRB20220718B 58.389984 37.355523 917.956211 882.506609 892.718922
FRB20220719A 4.637356 1.966080 382.686470 343.575837 350.248258
FRB20220719C 2.788162 1.966080 552.112689 513.353935 520.144144
FRB20220719D 15.309793 19.660797 579.484363 344.224798 357.122620
FRB20220719E 14.670013 4.915200 462.201520 356.773491 323.185016
FRB20220719F 1.180949 3.932159 525.312630 339.518063 246.464844
FRB20220720B 7.169686 66.846710 568.628834 511.411742 516.149061
FRB20220722B 6.548240 2.949120 747.458368 672.975808 661.875563
FRB20220722C 5.325527 1.966080 651.007313 572.101052 555.069208
FRB20220723A 77.239178 26.542076 274.770914 219.178569 221.139269
FRB20220723B 1.973930 5.898240 1089.573343 1043.345568 1049.926528
FRB20220724A 1.927116 4.915199 2534.929076 2503.158494 2511.230652
FRB20220724B 5.606023 18.677762 492.748963 453.929653 460.526255
FRB20220724C 2.053660 1.966080 1701.238410 1667.160615 1671.385640
FRB20220724D 2.465649 3.932160 589.334198 535.763570 539.703905
FRB20220726B 3.935179 6.881281 686.937818 596.556110 574.053213
FRB20220726C 14.582121 6.881281 321.965664 248.128447 229.191613
FRB20220803A 2.109488 1.966080 438.127595 396.498698 403.615550
FRB20220803B 2.367707 1.966080 1054.807414 1005.873390 1010.884150
FRB20220805A 1.488365 1.966080 1338.186280 1285.040100 1288.840478
FRB20220806A 8.143567 6.881280 357.839404 273.701877 251.458402
FRB20220806A 8.143567 6.881280 357.839404 273.701877 251.458402
FRB20220807A 1.838114 8.847360 2453.349934 2375.187232 2387.597598
FRB20220807C 1.957740 1.966080 384.393133 323.091714 322.200096
FRB20220809A 2.103963 1.966080 792.396938 670.687599 685.635673
FRB20220809B 3.119771 38.338560 1077.626282 911.361457 904.122975
FRB20220809C 1.083024 1.966080 478.573252 434.881154 443.678446
FRB20220811A 3.288580 11.796480 798.350847 707.629081 716.864981
FRB20220811A 3.288580 11.796480 798.350847 707.629081 716.864981
FRB20220811B 9.134198 9.830400 760.981961 695.535114 669.735544
FRB20220813B 1.283103 3.932160 982.437916 932.137410 937.495186
FRB20220815A 2.975965 6.881280 1190.524034 1160.777660 1168.375871
FRB20220816A 6.729804 25.559041 2255.601410 2211.000369 2217.443322
FRB20220817A 2.903858 1.966080 1026.816478 840.183379 733.958466
FRB20220819A 2.337930 5.898240 1900.270280 1845.530944 1847.440024
FRB20220819B 1.626642 11.796480 1344.337077 1292.405506 1296.440976
FRB20220820A 2.418617 1.966080 368.612682 285.491038 269.620118
FRB20220820B 1.083014 1.966080 422.082625 370.034261 377.699536
FRB20220822C 2.750697 5.898240 932.860132 781.415773 751.660228
FRB20220831B 6.556442 3.932160 600.494958 546.369838 548.600896
FRB20220901B 11.570686 2.949120 280.502209 157.442953 103.463586
FRB20220901C 1.717178 1.966080 511.544856 445.888518 442.470447
FRB20220902A 1.973893 33.423359 498.265561 445.083582 449.013046
FRB20220902B 1.829445 1.966080 440.263041 352.499314 331.718928
FRB20220902C 3.636058 8.847360 405.549401 351.247618 337.026047
FRB20220902D 4.171495 1.966080 302.383345 251.627054 256.739441
FRB20220903A 9.917336 4.915200 539.150233 417.506896 338.717325
FRB20220903B 1.191567 3.932160 603.985880 556.111334 560.627697
FRB20220905B 13.822399 17.694721 465.791907 392.501725 402.986189
FRB20220905C 2.118063 1.966080 1646.592370 1594.545876 1598.541419
FRB20220906A 6.232887 1.966080 863.707159 827.444488 835.780123
FRB20220906B 5.494483 6.881279 357.628673 301.851807 284.634314
FRB20220906E 3.308288 15.728641 650.510502 615.792208 628.824435
FRB20220906C 2.583910 1.966080 142.593795 116.189496 123.292872
FRB20220906D 2.191767 1.966080 526.856658 497.882827 505.299584
FRB20220907A 6.955732 9.830401 1240.537860 1094.889246 1083.461535
FRB20220907A 6.955732 9.830401 1240.537860 1094.889246 1083.461535
FRB20220907A 6.955732 9.830401 1240.537860 1094.889246 1083.461535
FRB20220907C 4.103475 25.559036 502.240038 478.128724 481.926125
FRB20220907B 3.802310 1.966080 301.863025 277.221348 277.856353
FRB20220907D 3.378818 6.881281 302.880014 279.299691 279.179098
FRB20220908C 3.589023 1.966080 313.757548 255.989278 267.267676
FRB20220908D 5.791046 1.966080 536.500968 479.957942 481.991897
FRB20220910A 9.889042 8.847359 409.584032 366.088165 376.491216
FRB20220910A 9.889042 8.847359 409.584032 366.088165 376.491216
FRB20220910A 9.889042 8.847359 409.584032 366.088165 376.491216
FRB20220910B 1.801906 10.813441 988.030983 951.322023 958.271180
FRB20220911A 1.572236 1.966080 332.860691 278.838810 282.126479
FRB20220912C 2.825602 1.966080 675.865629 642.771065 651.403773
FRB20220913A 1.836840 2.949120 1402.355473 1336.930646 1335.175009
FRB20220913B 6.146582 1.966080 450.426157 417.104832 425.610882
FRB20220913C 22.047493 1.966080 742.729411 719.427419 722.575645
FRB20220914B 2.990738 5.898240 764.019955 704.157267 704.268835
FRB20220915C 2.415481 1.966080 623.629415 436.051566 326.048353
FRB20220915D 29.404192 15.728641 968.529636 941.092737 956.294478
FRB20220916A 3.735325 1.966080 493.193211 448.265806 454.278737
FRB20221012E 2.856542 3.932160 1118.167285 1020.441883 1003.586264
FRB20221013D 1.480770 1.966080 352.560699 223.800693 213.316559
FRB20221013E 20.129645 23.592962 367.455737 309.328714 310.513724
FRB20221013F 2.470712 5.898240 588.309223 509.697353 487.246314
FRB20221013G 2.302332 1.966080 593.815110 557.812707 570.202563
FRB20221013I 1.994182 1.966080 350.383860 305.767391 314.590071
FRB20221014B 38.637344 1.966080 257.393522 187.350724 181.612525
FRB20221014E 1.102522 1.966080 852.121067 763.962892 767.415178
FRB20221014F 11.213221 4.915199 674.160434 606.509007 600.532372
FRB20221015A 2.344044 7.864321 554.001214 496.891187 498.851194
FRB20221015C 1.808509 3.932159 1223.799673 1188.771055 1197.260105
FRB20221015D 14.312628 2.949120 750.185958 727.222171 727.057474
FRB20221017A 4.839222 3.932160 616.322618 428.485371 304.850828
FRB20221018D 2.615642 1.966080 308.154948 269.010907 277.526825
FRB20221019A 5.853473 17.694720 2029.932082 1968.634500 1967.902682
FRB20221019B 2.899096 3.932160 1384.178919 1327.140199 1329.094037
FRB20221020B 1.434385 6.881280 459.545996 418.442849 427.628611
FRB20221020C 4.041729 3.932160 317.553826 297.616017 297.420842
FRB20221021C 2.807356 1.966080 721.543250 643.749103 615.527635
FRB20221021D 0.648072 1.966080 554.977340 533.091912 535.188146
FRB20221021E 0.545935 1.966080 763.448766 725.332498 732.165649
FRB20221021F 3.658933 5.898240 1398.505366 1361.752781 1369.501411
FRB20221022B 8.583710 5.898240 459.311876 392.137331 388.863048
FRB20221022E 1.087535 1.966080 532.602820 483.145399 491.791735
FRB20221022F 33.288886 31.457281 930.285436 821.622926 807.523528
FRB20221022A 22.811430 1.966080 116.843969 56.640194 56.782045
FRB20221022G 0.443494 1.966080 538.061074 458.727320 439.857433
FRB20221022H 5.023753 31.457279 618.021406 576.042224 584.995110
FRB20221022I 7.043456 41.287681 310.053938 288.012332 288.114948
FRB20221023A 2.606486 2.949120 638.835093 562.103179 559.971339
FRB20221024C 2.646086 11.796480 586.612079 540.355025 546.627850
FRB20221024A 1.771874 1.966080 1034.416990 984.053461 988.658884
FRB20221025G 1.396387 1.966080 1239.941656 1095.985803 1082.595195
FRB20221025I 17.933869 3.932160 453.244007 377.336216 363.668367
FRB20221027B 3.361792 3.932160 950.146241 904.586747 910.448929
FRB20221027C 4.741471 2.949120 156.141886 106.373676 113.049916
FRB20221029B 3.632826 11.796480 1135.549423 1115.030729 1123.705655
FRB20221029C 4.965521 2.949120 706.592011 686.578044 687.487924
FRB20221031A 10.415217 3.932160 212.898378 95.303735 58.298686
FRB20221101F 1.664681 1.966080 285.691950 262.526278 265.486566
FRB20221102E 0.939859 3.932160 838.192109 772.542983 764.842436
FRB20221103A 8.942411 48.168961 852.264364 775.192684 764.819438
FRB20221103E 1.623044 1.966080 684.441297 547.314687 492.850764
FRB20221104E 9.661030 19.660800 1689.772707 1590.234886 1559.678426
FRB20221104F 9.010515 19.660799 1409.079512 1304.208336 1268.950841
FRB20221105A 21.501775 10.813440 527.898092 146.938330 253.162038
FRB20221106I 2.898510 1.966080 617.209235 585.475895 593.369577
FRB20221106J 15.634258 1.966080 415.422676 380.492905 387.681472
FRB20221107A 3.331198 4.915200 2365.636636 1970.754171 2039.214673
FRB20221107B 1.617750 1.966080 480.117162 360.850490 331.999627
FRB20221107C 4.531249 16.711681 1050.987104 992.889769 994.453916
FRB20221107D 5.305497 8.847361 465.486902 324.277253 349.382972
FRB20221107J 3.103224 3.932160 407.893870 235.289677 157.147543
FRB20221107K 3.350416 1.966080 568.946610 539.472529 541.707040
FRB20221108A 2.488346 2.949120 402.916892 316.063590 296.527449
FRB20221108A 2.488346 2.949120 402.916892 316.063590 296.527449
FRB20221108D 3.953596 2.949120 338.055895 288.373862 294.036006
FRB20221109A 2.975528 8.847360 1579.826096 1386.731483 1396.090736
FRB20221109E 54.286176 5.898240 236.497199 77.842835 0.662033
FRB20221109E 54.286176 5.898240 236.497199 77.842835 0.662033
FRB20221109E 54.286176 5.898240 236.497199 77.842835 0.662033
FRB20221109D 3.653833 31.457279 2170.660164 2123.195209 2129.471843
FRB20221110C 1.262653 1.966080 126.743111 61.924055 59.068594
FRB20221110A 3.633705 2.949120 727.881635 689.499751 696.368045
FRB20221110B 4.124630 2.949120 1103.746400 1062.173506 1068.482745
FRB20221111C 1.325451 1.966080 348.108361 308.121078 316.736216
FRB20221112G 7.788223 4.915200 501.717545 453.897194 459.069559
FRB20221112G 7.788223 4.915200 501.717545 453.897194 459.069559
FRB20221112H 8.018426 4.915200 1036.526916 1006.306467 1014.153424
FRB20221113F 4.635024 15.728638 766.239965 592.608796 502.565864
FRB20221113G 7.867729 5.898239 348.391167 296.559092 300.877118
FRB20221113H 1.903602 4.915200 199.100364 173.448501 187.089146
FRB20221113I 1.535375 8.847359 508.722045 437.518137 439.663771
FRB20221114D 7.360087 12.779521 140.361045 61.768625 47.593540
FRB20221114E 2.886601 1.966080 810.882107 767.956523 778.859209
FRB20221116B 8.811825 5.898240 651.875751 610.902377 619.577892
FRB20221116G 2.608151 2.949120 583.020564 514.166108 514.263163
FRB20221116H 6.308174 3.932160 827.875945 782.428534 789.174413
FRB20221117A 2.360208 1.966080 1315.865032 1254.596065 1254.986528
FRB20221117C 19.409122 6.881280 596.374365 477.437737 498.859834
FRB20221118C 6.687319 2.949120 886.709120 792.284153 771.938157
FRB20221118D 26.607782 2.949120 757.599756 636.656893 592.213276
FRB20221129E 5.399033 26.542082 2293.123518 2098.226121 1987.482158
FRB20221130C 2.925132 1.966080 723.340379 700.364410 700.094558
FRB20221201E 1.090940 1.966080 462.120195 405.082452 411.390694
FRB20221201F 4.200324 5.898239 949.692907 895.919755 898.821778
FRB20221201G 1.302791 6.881281 158.192143 132.677516 133.416482
FRB20221201A 33.928951 5.898239 332.906631 183.872456 199.144292
FRB20221202D 1.508116 1.966080 957.868751 912.761284 920.468166
FRB20221202E 2.920040 14.745598 753.654064 710.575474 717.366329
FRB20221202F 3.394305 7.864321 718.230547 694.458442 697.423138
FRB20221203N 3.632480 1.966080 1271.694170 1143.551075 1134.895482
FRB20221203O 1.748522 1.966080 679.496984 627.219715 631.266847
FRB20221204G 7.913749 8.847361 1217.572897 1150.915601 1166.044207
FRB20221206G 1.388879 3.932160 1026.669999 990.409957 1003.610663
FRB20221206H 6.110745 1.966080 366.357002 343.992242 343.581103
FRB20221206I 20.082013 5.898240 707.063295 633.590507 631.127910
FRB20221206I 20.082013 5.898240 707.063295 633.590507 631.127910
FRB20221207A 3.645584 4.915199 459.969147 364.558252 343.533736
FRB20221208D 2.838978 0.983040 260.936372 207.131206 210.514540
FRB20221208E 5.839465 1.966080 302.749357 252.485694 257.519256
FRB20221209B 2.367291 1.966080 398.445703 357.050738 364.196336
FRB20221209C 2.799461 1.966080 161.678679 131.076030 139.148600
FRB20221209D 24.813314 32.440323 272.405781 212.689825 218.229078
FRB20221209A 17.367252 3.932160 792.516966 701.128194 691.763501
FRB20221210A 1.082481 7.864319 1012.845752 919.416957 929.350855
FRB20221210D 4.278204 0.983040 319.804345 252.497632 248.199947
FRB20221210F 2.258893 3.932159 251.254430 215.936406 224.374386
FRB20221210H 2.136937 3.932160 1078.897272 1037.911581 1049.832980
FRB20221210I 4.033373 0.983040 266.521653 229.340679 239.441743
FRB20221210I 4.033373 0.983040 266.521653 229.340679 239.441743
FRB20221210J 1.633801 1.966080 656.536395 636.244370 644.229776
FRB20221211D 3.451426 1.966080 350.769025 298.914492 303.029169
FRB20221211E 14.738419 3.932159 1178.470619 1152.531021 1153.340654
FRB20221213A 7.257349 1.966080 328.641326 248.803894 261.202168
FRB20221213G 3.577502 2.949120 352.502185 223.221275 213.694098
FRB20221213I 6.508611 4.915200 469.660622 389.170133 401.194412
FRB20221215F 3.890165 1.966080 231.974048 182.604647 191.066155
FRB20221215H 44.452191 2.949120 271.665948 239.826148 247.875193
FRB20221215H 44.452191 2.949120 271.665948 239.826148 247.875193
FRB20221215J 14.133625 4.915200 749.929647 698.564921 708.309286
FRB20221216C 3.735435 1.966080 469.047201 418.976463 427.462368
FRB20221216E 1.370120 1.966080 470.424425 425.530145 434.750005
FRB20221216F 1.480900 1.966080 553.925148 526.841867 529.363659
FRB20221217D 1.391767 1.966080 597.279463 557.941357 564.612417
FRB20221218C 1.893734 1.966080 372.080253 278.173962 248.287959
FRB20221219F 3.193914 4.915200 911.304920 748.483331 656.838547
FRB20221220E 2.570376 1.966080 448.320182 411.636659 419.477342
FRB20221220F 1.085575 1.966080 501.839932 456.073271 462.435512
FRB20221221D 1.688041 1.966080 495.052808 460.967806 469.894984
FRB20221222F 0.983595 1.966080 909.658320 865.122902 873.854123
FRB20221222G 4.797947 38.338560 830.997787 781.806198 787.798940
FRB20221222H 14.959903 11.796480 1017.651180 983.293846 994.752895
FRB20221223F 5.000007 41.287680 1336.679213 1189.198818 1152.256762
FRB20221226G 9.148848 3.932160 571.159382 551.179841 551.855995
FRB20221227C 7.767082 1.966080 638.958639 597.511240 607.862228
FRB20221228A 18.336393 2.949120 494.103669 457.297596 464.131287
FRB20221230B 5.953777 1.966080 179.947774 148.185981 157.261276
FRB20221230C 3.769125 3.932160 597.974806 442.526743 368.860739
FRB20221231E 3.106497 1.966080 994.322064 888.449164 854.491205
